Shape Class,Filename,Number of Vertices,Number of Faces,Face Types,Bounding Box Min,Bounding Box Max
Humanoid,m191.obj,124,264,Only triangles,[0.025 0.025 0.025],[0.51899999 0.97500002 0.21510001]
Humanoid,m192.obj,450,837,Only triangles,[0.025 0.025 0.025],[0.27899101 0.97500002 0.24765401]
Humanoid,m193.obj,8622,17298,Only triangles,[0.025 0.025 0.025],[0.38865799 0.97500002 0.51982599]
Humanoid,m194.obj,2244,3460,Only triangles,[0.025 0.025 0.025],[0.237304   0.97500002 0.396532  ]
Humanoid,m195.obj,22608,44050,Only triangles,[0.025 0.025 0.025],[0.292541   0.97276998 0.42945501]
Humanoid,m196.obj,4049,7763,Only triangles,[0.025 0.025 0.025],[0.440896   0.97500002 0.19482601]
Humanoid,m197.obj,2010,3012,Only triangles,[0.025 0.025 0.025],[0.185681   0.97500002 0.29689899]
Humanoid,m198.obj,4657,19582,Only triangles,[0.025 0.025 0.025],[0.40644401 0.97500002 0.357811  ]
Humanoid,m199.obj,6540,12936,Only triangles,[0.025 0.025 0.025],[0.37662101 0.225852   0.97500002]
Humanoid,m202.obj,148,228,Only triangles,[0.025 0.025 0.025],[0.295623   0.97500002 0.225712  ]
Humanoid,m203.obj,477,922,Only triangles,[0.025 0.025 0.025],[0.342608   0.97500002 0.23432501]
Humanoid,m204.obj,1224,2338,Only triangles,[0.025 0.025 0.025],[0.340756   0.97500002 0.353742  ]
Humanoid,m205.obj,662,1236,Only triangles,[0.025 0.025 0.025],[0.383616   0.97500002 0.231815  ]
Humanoid,m206.obj,3109,6056,Only triangles,[0.025 0.025 0.025],[0.28378901 0.26071799 0.97500002]
Humanoid,m207.obj,3238,5910,Only triangles,[0.025 0.025 0.025],[0.35499099 0.97500002 0.30667001]
Humanoid,m208.obj,349,694,Only triangles,[0.025 0.025 0.025],[0.36873201 0.97500002 0.179024  ]
Humanoid,m210.obj,210,404,Only triangles,[0.025 0.025 0.025],[0.62253499 0.97500002 0.59892702]
Humanoid,m211.obj,2640,5476,Only triangles,[0.025 0.025 0.025],[0.33996701 0.97500002 0.228073  ]
Humanoid,m212.obj,1290,2576,Only triangles,[0.025 0.025 0.025],[0.55639702 0.97500002 0.18317699]
Humanoid,m213.obj,409,760,Only triangles,[0.025 0.025 0.025],[0.295623   0.97500002 0.219917  ]
Humanoid,m214.obj,1739,3420,Only triangles,[0.025 0.025 0.025],[0.29313999 0.97500002 0.225712  ]
Humanoid,m215.obj,689,1320,Only triangles,[0.025 0.025 0.025],[0.294287   0.97500002 0.187245  ]
Humanoid,m216.obj,9272,17495,Only triangles,[0.025 0.025 0.025],[0.38491499 0.97500002 0.49185801]
Humanoid,m217.obj,955,1835,Only triangles,[0.025 0.025 0.025],[0.32655901 0.97500002 0.29192701]
Humanoid,m218.obj,947,1862,Only triangles,[0.025 0.025 0.025],[0.75038099 0.97500002 0.49450201]
Humanoid,m219.obj,178,608,Only triangles,[0.025 0.025 0.025],[0.89775699 0.97500002 0.185763  ]
Humanoid,m220.obj,12911,25449,Only triangles,[0.025 0.025 0.025],[0.92931902 0.97500002 0.225058  ]
Humanoid,m221.obj,10576,21105,Only triangles,[0.025 0.025 0.025],[0.92698199 0.97500002 0.211372  ]
Humanoid,m222.obj,17639,34584,Only triangles,[0.025 0.025 0.025],[0.97500002 0.96334499 0.223364  ]
Humanoid,m223.obj,10473,20895,Only triangles,[0.025 0.025 0.025],[0.93049097 0.97500002 0.19250999]
Humanoid,m224.obj,9660,19219,Only triangles,[0.025 0.025 0.025],[0.97500002 0.954548   0.19828101]
Humanoid,m226.obj,6368,12712,Only triangles,[0.025 0.025 0.025],[0.854559   0.97500002 0.26301199]
Humanoid,m227.obj,7015,15968,Only triangles,[0.025 0.025 0.025],[0.89127201 0.97500002 0.271889  ]
Humanoid,m228.obj,15201,33262,Only triangles,[0.025 0.025 0.025],[0.95664501 0.97500002 0.37767801]
Humanoid,m229.obj,18153,35711,Only triangles,[0.025 0.025 0.025],[0.93119198 0.97500002 0.211418  ]
Humanoid,m230.obj,14796,28681,Only triangles,[0.025 0.025 0.025],[0.90078402 0.97500002 0.215395  ]
Humanoid,m231.obj,13022,24954,Only triangles,[0.025 0.025 0.025],[0.90524    0.97500002 0.348658  ]
Humanoid,m232.obj,429,854,Only triangles,[0.025 0.025 0.025],[0.89235097 0.97500002 0.292537  ]
Humanoid,m233.obj,747,1430,Only triangles,[0.025 0.025 0.025],[0.96727902 0.97500002 0.207388  ]
Humanoid,m234.obj,529,992,Only triangles,[0.025 0.025 0.025],[0.84326398 0.97500002 0.214802  ]
Humanoid,m235.obj,408,812,Only triangles,[0.025 0.025 0.025],[0.84904802 0.97500002 0.24792799]
Humanoid,m236.obj,2841,5445,Only triangles,[0.025 0.025 0.025],[0.97500002 0.95630401 0.262472  ]
Humanoid,m237.obj,480,956,Only triangles,[0.025 0.025 0.025],[0.92551202 0.97500002 0.15042   ]
Humanoid,m238.obj,559,880,Only triangles,[0.025 0.025 0.025],[0.90070498 0.97500002 0.201636  ]
Humanoid,m239.obj,551,831,Only triangles,[0.025 0.025 0.025],[0.73491001 0.97500002 0.216618  ]
Humanoid,m240.obj,716,1352,Only triangles,[0.025 0.025 0.025],[0.903961   0.97500002 0.192413  ]
Humanoid,m241.obj,589,874,Only triangles,[0.025 0.025 0.025],[0.79853201 0.97500002 0.336804  ]
Humanoid,m242.obj,598,880,Only triangles,[0.025 0.025 0.025],[0.86825299 0.97500002 0.44116399]
Humanoid,m243.obj,568,857,Only triangles,[0.025 0.025 0.025],[0.919047   0.97500002 0.20295399]
Humanoid,m244.obj,540,840,Only triangles,[0.025 0.025 0.025],[0.87323499 0.97500002 0.203622  ]
Humanoid,m245.obj,574,862,Only triangles,[0.025 0.025 0.025],[0.91674203 0.97500002 0.184659  ]
Humanoid,m246.obj,583,886,Only triangles,[0.025 0.025 0.025],[0.79301202 0.97500002 0.18129499]
Humanoid,m248.obj,518,897,Only triangles,[0.025 0.025 0.025],[0.91726601 0.97500002 0.171275  ]
Humanoid,m249.obj,7970,15874,Only triangles,[0.025 0.025 0.025],[0.73124599 0.97500002 0.30496699]
Humanoid,m250.obj,10589,20349,Only triangles,[0.025 0.025 0.025],[0.71899199 0.97500002 0.185819  ]
Humanoid,m251.obj,8077,16126,Only triangles,[0.025 0.025 0.025],[0.74223799 0.97500002 0.190046  ]
Humanoid,m252.obj,9698,19304,Only triangles,[0.025 0.025 0.025],[0.97500002 0.97069198 0.25342199]
Humanoid,m253.obj,11806,23197,Only triangles,[0.025 0.025 0.025],[0.71749997 0.97500002 0.24255   ]
Humanoid,m254.obj,16082,31221,Only triangles,[0.025 0.025 0.025],[0.674155   0.97500002 0.169338  ]
Humanoid,m255.obj,16870,35325,Only triangles,[0.025 0.025 0.025],[0.94516498 0.97500002 0.180198  ]
Humanoid,m256.obj,7303,14424,Only triangles,[0.025 0.025 0.025],[0.55464    0.97500002 0.79986   ]
Humanoid,m257.obj,372,721,Only triangles,[0.025 0.025 0.025],[0.409814   0.89913797 0.97500002]
Humanoid,m258.obj,12410,24119,Only triangles,[0.025 0.025 0.025],[0.68389797 0.97500002 0.16063599]
Humanoid,m259.obj,402,728,Only triangles,[0.025 0.025 0.025],[0.38921699 0.97500002 0.61832398]
Humanoid,m260.obj,1068,2092,Only triangles,[0.025 0.025 0.025],[0.44204599 0.97500002 0.34929201]
Humanoid,m261.obj,481,895,Only triangles,[0.025 0.025 0.025],[0.27493301 0.97500002 0.34747499]
Humanoid,m262.obj,470,880,Only triangles,[0.025 0.025 0.025],[0.27458501 0.97500002 0.34423301]
Humanoid,m263.obj,478,899,Only triangles,[0.025 0.025 0.025],[0.313418   0.97500002 0.52882499]
Humanoid,m264.obj,8798,17547,Only triangles,[0.025 0.025 0.025],[0.33549201 0.38113999 0.97500002]
Humanoid,m265.obj,16267,32530,Only triangles,[0.025 0.025 0.025],[0.38024801 0.82597798 0.97500002]
Humanoid,m266.obj,1092,2132,Only triangles,[0.025 0.025 0.025],[0.31277999 0.97500002 0.89326799]
Insect,D00081.obj,313,578,Only triangles,[-0.87519097 -0.35064501 -0.350236  ],[0.869178   1.04429996 0.225886  ]
Insect,D00082.obj,7162,12876,Only triangles,[-0.590599   -0.83504599 -0.34407201],[0.93829    0.80154598 0.451949  ]
Insect,D00102.obj,2572,5046,Only triangles,[-0.88680297 -0.57890999 -0.46973401],[0.81347299 0.54970998 0.62180603]
Insect,D00109.obj,3288,5280,Only triangles,[-0.84676099 -0.61537898 -0.425006  ],[0.84015399 0.76406199 0.612028  ]
Insect,D00117.obj,5090,9732,Only triangles,[-1.04015994 -0.57105398 -0.60493302],[0.65154701 0.79227501 0.25788301]
Insect,D00136.obj,1384,2556,Only triangles,[-1.01656997 -0.40694001 -0.35547701],[0.428487   0.61610103 0.18806501]
Insect,D00160.obj,253,458,Only triangles,[-0.99278599 -0.89732897 -0.25134999],[0.78060198 0.98754698 0.317913  ]
Insect,D00180.obj,2572,5046,Only triangles,[-0.81500298 -0.52420503 -0.63942897],[0.889184 0.572469 0.473308]
Insect,D00231.obj,312,570,Only triangles,[-0.83233303 -0.897677   -0.21349099],[0.83659703 0.86438203 0.14985199]
Insect,D00291.obj,296,528,Only triangles,[-0.85100198 -0.50446898 -0.238823  ],[0.94197398 0.46763399 0.097135  ]
Insect,D00294.obj,2056,3110,Only triangles,[-0.64612299 -0.71144003 -0.21603499],[1.00737    0.79662299 0.282581  ]
Insect,D00309.obj,1551,2818,Only triangles,[-0.86508501 -0.87118399 -0.36986601],[0.82474601 0.72272003 0.41884199]
Insect,D00315.obj,314,572,Only triangles,[-0.84754097 -0.57631499 -0.38699099],[1.05471003 0.52178299 0.31821001]
Insect,D00333.obj,6007,11290,Only triangles,[-0.99698502 -0.67012101 -0.19650701],[0.879448   0.78397101 0.166298  ]
Insect,D00399.obj,2763,5295,Only triangles,[-0.842466   -0.762766   -0.20245799],[0.54513299 0.78880298 0.117258  ]
Insect,D00430.obj,23399,46540,Only triangles,[-0.56513298 -0.73330498 -0.410588  ],[0.87383699 0.63007998 0.229497  ]
Insect,D00510.obj,329,550,Only triangles,[-1.14020002 -0.78365397 -0.24967299],[0.579229   0.70717502 0.37224001]
Insect,D00590.obj,1430,2580,Only triangles,[-0.85955    -0.52591097 -0.110485  ],[0.805471   0.63231498 0.154002  ]
Insect,D00615.obj,2546,5088,Only triangles,[-0.84574503 -0.76698703 -0.41672501],[0.84121698 0.61171001 0.58921403]
Insect,D00662.obj,24324,41626,Only triangles,[-0.61920398 -0.64837098 -0.40084499],[1.10955    0.862876   0.46944901]
Insect,D00668.obj,15305,30554,Only triangles,[-0.530873   -0.539442   -0.52979398],[0.878667   0.377408   0.41270301]
Insect,D00672.obj,3334,5490,Only triangles,[-1.04572999 -0.57371098 -0.30229199],[0.75202399 0.70739698 0.35025001]
Insect,D00695.obj,790,1500,Only triangles,[-0.57990402 -0.51194602 -0.243856  ],[0.86988002 0.49165601 0.114184  ]
Insect,D00713.obj,1728,6808,Only triangles,[-0.89157301 -0.85882401 -0.27260101],[0.743563   0.436414   0.58201402]
Insect,D00732.obj,12603,23932,Only triangles,[-0.92513299 -0.90031302 -0.32058901],[0.77286297 0.60507399 0.48605001]
Insect,D00734.obj,1588,2976,Only triangles,[-0.82484102 -0.809035   -0.329979  ],[0.858055   0.81163901 0.313494  ]
Insect,D00746.obj,4250,8324,Only triangles,[-0.85557902 -0.59011197 -0.371106  ],[0.842592   0.768224   0.34880701]
Insect,D00752.obj,12528,25000,Only triangles,[-0.77457899 -0.82345301 -0.28733101],[0.89524901 0.68362403 0.28923801]
Insect,D00753.obj,10092,19952,Only triangles,[-0.63116503 -0.38339299 -0.35382101],[0.88971102 0.413214   0.46890399]
Insect,D00774.obj,1548,2980,Only triangles,[-0.916614   -0.58949602 -0.153404  ],[0.93146902 0.63274801 0.40017   ]
Insect,D00786.obj,2859,5358,Only triangles,[-1.03659999 -0.47007501 -0.50652099],[0.70478302 0.48062801 0.194078  ]
Insect,D00787.obj,562,972,Only triangles,[-1.03132999 -0.26969701 -0.015994  ],[0.94358402 0.24101099 0.015817  ]
Insect,D00788.obj,6175,9662,Only triangles,[-0.845478   -0.57882297 -0.404241  ],[0.73361701 0.66715902 0.467619  ]
Insect,D00806.obj,309,578,Only triangles,[-0.82183099 -0.734649   -0.38111499],[0.66251802 0.720388   0.449918  ]
Insect,D00814.obj,1362,2628,Only triangles,[-0.75576198 -0.63935798 -0.114302  ],[0.71729201 0.71790099 0.16798501]
Insect,D00855.obj,299,554,Only triangles,[-1.04036999 -0.75494897 -0.202695  ],[0.75886899 0.65142202 0.33467299]
Insect,D00884.obj,24324,41626,Only triangles,[-0.60423702 -0.66486597 -0.38116699],[1.04921997 0.80239898 0.46193501]
Insect,D00895.obj,4173,15702,Only triangles,[-0.98362499 -0.625597   -0.73162299],[0.70771497 0.430913   0.38859701]
Insect,D00973.obj,7638,15145,Only triangles,[-1.03917003 -0.70122302 -0.30201   ],[0.79536301 0.41897199 0.46611401]
Insect,D00989.obj,313,588,Only triangles,[-0.71000701 -0.61369997 -0.172699  ],[1.06526005 0.65533799 0.227779  ]
Insect,m0.obj,298,492,Only triangles,[0.025 0.025 0.025],[0.64254898 0.54754102 0.97500002]
Insect,m1.obj,255,410,Only triangles,[0.025 0.025 0.025],[0.42485499 0.38484499 0.97500002]
Insect,m10.obj,1362,2628,Only triangles,[0.025 0.025 0.025],[0.89410901 0.97500002 0.22243799]
Insect,m11.obj,368,724,Only triangles,[0.025 0.025 0.025],[0.97500002 0.50911999 0.100962  ]
Insect,m12.obj,278,500,Only triangles,[0.025 0.025 0.025],[0.97500002 0.37754399 0.56347197]
Insect,m13.obj,491,1087,Only triangles,[0.025 0.025 0.025],[0.55328798 0.177515   0.97500002]
Insect,m14.obj,891,1678,Only triangles,[0.025 0.025 0.025],[0.97500002 0.71593899 0.77357501]
Insect,m15.obj,368,724,Only triangles,[0.025 0.025 0.025],[0.97500002 0.416924   0.503842  ]
Insect,m16.obj,2666,5162,Only triangles,[0.025 0.025 0.025],[0.97500002 0.270136   0.718665  ]
Insect,m17.obj,1548,2980,Only triangles,[0.025 0.025 0.025],[0.97500002 0.29382199 0.65472102]
Insect,m18.obj,4250,8324,Only triangles,[0.025 0.025 0.025],[0.97500002 0.42391199 0.78668302]
Insect,m19.obj,3339,5490,Only triangles,[0.025 0.025 0.025],[0.97500002 0.346508   0.63571399]
Insect,m2.obj,3495,6667,Only triangles,[0.025 0.025 0.025],[0.61682999 0.51544303 0.97500002]
Insect,m20.obj,1624,3042,Only triangles,[0.025 0.025 0.025],[0.97500002 0.41875601 0.928792  ]
Insect,m21.obj,346,556,Only triangles,[0.025 0.025 0.025],[0.97500002 0.52413303 0.828255  ]
Insect,m22.obj,333,620,Only triangles,[0.025 0.025 0.025],[0.97500002 0.42875001 0.684062  ]
Insect,m23.obj,462,876,Only triangles,[0.025 0.025 0.025],[0.475631   0.42593601 0.97500002]
Insect,m24.obj,163,284,Only triangles,[0.025 0.025 0.025],[0.97500002 0.42875001 0.85624999]
Insect,m25.obj,1249,2494,Only triangles,[0.025 0.025 0.025],[0.81747299 0.50240201 0.97500002]
Insect,m26.obj,5266,10274,Only triangles,[0.025 0.025 0.025],[0.84577203 0.424813   0.97500002]
Insect,m3.obj,486,912,Only triangles,[0.025 0.025 0.025],[0.93140602 0.55633199 0.97500002]
Insect,m4.obj,4346,8216,Only triangles,[0.025 0.025 0.025],[0.55674499 0.97500002 0.33224499]
Insect,m6.obj,9184,17998,Only triangles,[0.025 0.025 0.025],[0.66814703 0.70222801 0.97500002]
Insect,m7.obj,265,506,Only triangles,[0.025 0.025 0.025],[0.57082897 0.57745397 0.97500002]
Insect,m8.obj,423,698,Only triangles,[0.025 0.025 0.025],[0.47848901 0.97500002 0.83422202]
Insect,m9.obj,557,894,Only triangles,[0.025 0.025 0.025],[0.83043498 0.97500002 0.482593  ]
Jet,m1147.obj,1149,2320,Only triangles,[0.025 0.025 0.025],[0.97500002 0.33131    0.88467199]
Jet,m1149.obj,3003,5874,Only triangles,[0.025 0.025 0.025],[0.97500002 0.30563399 0.769297  ]
Jet,m1150.obj,622,1228,Only triangles,[0.025 0.025 0.025],[0.74325597 0.20123801 0.97500002]
Jet,m1151.obj,858,1660,Only triangles,[0.025 0.025 0.025],[0.97500002 0.26735699 0.94982898]
Jet,m1152.obj,3726,6881,Only triangles,[0.025 0.025 0.025],[0.922454   0.41384    0.97500002]
Jet,m1153.obj,743,1478,Only triangles,[0.025 0.025 0.025],[0.79127002 0.364467   0.97500002]
Jet,m1154.obj,520,1000,Only triangles,[0.025 0.025 0.025],[0.84975803 0.284141   0.97500002]
Jet,m1155.obj,3680,5724,Only triangles,[0.025 0.025 0.025],[0.816625   0.22851899 0.97500002]
Jet,m1156.obj,1335,2452,Only triangles,[0.025 0.025 0.025],[0.97500002 0.21292999 0.83210301]
Jet,m1157.obj,1264,2088,Only triangles,[0.025 0.025 0.025],[0.97500002 0.70371002 0.18583199]
Jet,m1158.obj,336,588,Only triangles,[0.025 0.025 0.025],[0.908575   0.45399499 0.97500002]
Jet,m1159.obj,3726,6881,Only triangles,[0.025 0.025 0.025],[0.922454   0.41384    0.97500002]
Jet,m1161.obj,1486,1692,Only triangles,[0.025 0.025 0.025],[0.93159097 0.32613999 0.97500002]
Jet,m1162.obj,2960,5706,Only triangles,[0.025 0.025 0.025],[0.83081597 0.97500002 0.273857  ]
Jet,m1163.obj,1014,2778,Only triangles,[0.025 0.025 0.025],[0.93103403 0.30274901 0.97500002]
Jet,m1165.obj,448,768,Only triangles,[0.025 0.025 0.025],[0.97500002 0.79458302 0.27184099]
Jet,m1166.obj,349,772,Only triangles,[0.025 0.025 0.025],[0.87180698 0.25202399 0.97500002]
Jet,m1167.obj,2838,3992,Only triangles,[0.025 0.025 0.025],[0.69777203 0.28348401 0.97500002]
Jet,m1168.obj,500,1106,Only triangles,[0.025 0.025 0.025],[0.65137398 0.244231   0.97500002]
Jet,m1169.obj,1198,2237,Only triangles,[0.025 0.025 0.025],[0.66345298 0.30950099 0.97500002]
Jet,m1171.obj,3110,5622,Only triangles,[0.025 0.025 0.025],[0.97500002 0.280738   0.73638099]
Jet,m1172.obj,1965,4928,Only triangles,[0.025 0.025 0.025],[0.97500002 0.77069402 0.204025  ]
Jet,m1173.obj,2572,4856,Only triangles,[0.025 0.025 0.025],[0.97500002 0.79016101 0.26153901]
Jet,m1174.obj,281,552,Only triangles,[0.025 0.025 0.025],[0.51287401 0.217563   0.97500002]
Jet,m1175.obj,2344,4592,Only triangles,[0.025 0.025 0.025],[0.66525799 0.32135099 0.97500002]
Jet,m1176.obj,213,642,Only triangles,[0.025 0.025 0.025],[0.80489099 0.22056399 0.97500002]
Jet,m1177.obj,507,1010,Only triangles,[0.025 0.025 0.025],[0.857283   0.307677   0.97500002]
Jet,m1178.obj,258,572,Only triangles,[0.025 0.025 0.025],[0.46833301 0.214472   0.97500002]
Jet,m1179.obj,1203,1994,Only triangles,[0.025 0.025 0.025],[0.609267   0.21774399 0.97500002]
Jet,m1180.obj,531,1058,Only triangles,[0.025 0.025 0.025],[0.65684903 0.23170801 0.97500002]
Jet,m1181.obj,412,816,Only triangles,[0.025 0.025 0.025],[0.74921    0.23884    0.97500002]
Jet,m1182.obj,179,354,Only triangles,[0.025 0.025 0.025],[0.95014298 0.97500002 0.24835099]
Jet,m1183.obj,520,780,Only triangles,[0.025 0.025 0.025],[0.97500002 0.82691699 0.22265799]
Jet,m1184.obj,182,382,Only triangles,[0.025 0.025 0.025],[0.51017898 0.29360101 0.97500002]
Jet,m1185.obj,152,338,Only triangles,[0.025 0.025 0.025],[0.47051701 0.247759   0.97500002]
Jet,m1187.obj,299,596,Only triangles,[0.025 0.025 0.025],[0.658333   0.26859    0.97500002]
Jet,m1188.obj,279,538,Only triangles,[0.025 0.025 0.025],[0.78745401 0.27522001 0.97500002]
Jet,m1190.obj,142,318,Only triangles,[0.025 0.025 0.025],[0.68360299 0.321924   0.97500002]
Jet,m1191.obj,1295,2444,Only triangles,[0.025 0.025 0.025],[0.97500002 0.89012003 0.17625999]
Jet,m1193.obj,1020,2030,Only triangles,[0.025 0.025 0.025],[0.52140701 0.21136101 0.97500002]
Jet,m1194.obj,757,1188,Only triangles,[0.025 0.025 0.025],[0.97500002 0.75037801 0.25158301]
Jet,m1195.obj,340,460,Only triangles,[0.025 0.025 0.025],[0.97500002 0.73570001 0.237137  ]
Jet,m1196.obj,523,804,Only triangles,[0.025 0.025 0.025],[0.97500002 0.67642897 0.22814199]
Jet,m1197.obj,235,484,Only triangles,[0.025 0.025 0.025],[0.68547601 0.24892899 0.97500002]
Jet,m1198.obj,224,462,Only triangles,[0.025 0.025 0.025],[0.66489798 0.239022   0.97500002]
Jet,m1199.obj,602,1136,Only triangles,[0.025 0.025 0.025],[0.97500002 0.221184   0.55769801]
Jet,m1200.obj,197,450,Only triangles,[0.025 0.025 0.025],[0.48372099 0.30041099 0.97500002]
Jet,m1201.obj,6769,11310,Only triangles,[0.025 0.025 0.025],[0.97500002 0.67776102 0.32206199]
Jet,m1202.obj,688,1332,Only triangles,[0.025 0.025 0.025],[0.566055   0.23368999 0.97500002]
Jet,m1204.obj,277,588,Only triangles,[0.025 0.025 0.025],[0.666722   0.333278   0.97500002]
Jet,m1205.obj,369,556,Only triangles,[0.025 0.025 0.025],[0.97500002 0.77429497 0.21695   ]
Jet,m1207.obj,412,669,Only triangles,[0.025 0.025 0.025],[0.97500002 0.14862999 0.38287699]
Jet,m1208.obj,308,519,Only triangles,[0.025 0.025 0.025],[0.71859598 0.21885    0.97500002]
Jet,m1209.obj,244,480,Only triangles,[0.025 0.025 0.025],[0.93664998 0.275186   0.97500002]
Jet,m1210.obj,577,1145,Only triangles,[0.025 0.025 0.025],[0.67786002 0.22597501 0.97500002]
Jet,m1211.obj,486,852,Only triangles,[0.025 0.025 0.025],[0.91809797 0.31777501 0.97500002]
Jet,m1212.obj,1173,2513,Only triangles,[0.025 0.025 0.025],[0.62557602 0.31820399 0.97500002]
Jet,m1213.obj,254,504,Only triangles,[0.025 0.025 0.025],[0.45763001 0.17575    0.97500002]
Jet,m1214.obj,887,1752,Only triangles,[0.025 0.025 0.025],[0.62262702 0.222624   0.97500002]
Jet,m1215.obj,162,308,Only triangles,[0.025 0.025 0.025],[0.24166    0.69491303 0.97500002]
Jet,m1216.obj,879,1754,Only triangles,[0.025 0.025 0.025],[0.66986299 0.22137401 0.97500002]
Jet,m1217.obj,305,594,Only triangles,[0.025 0.025 0.025],[0.60657501 0.27318999 0.97500002]
Jet,m1218.obj,274,400,Only triangles,[0.025 0.025 0.025],[0.69290602 0.22650801 0.97500002]
Jet,m1219.obj,185,364,Only triangles,[0.025 0.025 0.025],[0.177789   0.72748601 0.97500002]
Jet,m1220.obj,437,862,Only triangles,[0.025 0.025 0.025],[0.67343003 0.231674   0.97500002]
Jet,m1221.obj,372,688,Only triangles,[0.025 0.025 0.025],[0.97500002 0.84653801 0.21913899]
Jet,m1222.obj,332,612,Only triangles,[0.025 0.025 0.025],[0.97500002 0.89529598 0.38376799]
Jet,m1223.obj,1117,2230,Only triangles,[0.025 0.025 0.025],[0.68561798 0.215578   0.97500002]
Jet,m1224.obj,559,944,Only triangles,[0.025 0.025 0.025],[0.97500002 0.436667   0.164967  ]
Jet,m1225.obj,183,340,Only triangles,[0.025 0.025 0.025],[0.97500002 0.73132801 0.180143  ]
Jet,m1226.obj,161,318,Only triangles,[0.025 0.025 0.025],[0.97500002 0.254792   0.50437897]
Jet,m1227.obj,265,324,Only triangles,[0.025 0.025 0.025],[0.97500002 0.76850301 0.158925  ]
Jet,m1228.obj,329,368,Only triangles,[0.025 0.025 0.025],[0.97500002 0.70557898 0.16931   ]
Jet,m1229.obj,3388,6422,Only triangles,[0.025 0.025 0.025],[0.50129199 0.97500002 0.225043  ]
Jet,m1230.obj,2360,4325,Only triangles,[0.025 0.025 0.025],[0.97500002 0.614959   0.311299  ]
Jet,m1231.obj,79,130,Only triangles,[0.025 0.025 0.025],[0.63571101 0.194645   0.97500002]
Jet,m1232.obj,203,418,Only triangles,[0.025 0.025 0.025],[0.94932401 0.242387   0.97500002]
Jet,m1233.obj,233,516,Only triangles,[0.025 0.025 0.025],[0.51249999 0.26249999 0.97500002]
Jet,m1234.obj,236,492,Only triangles,[0.025 0.025 0.025],[0.85241902 0.234919   0.97500002]
Jet,m1235.obj,193,376,Only triangles,[0.025 0.025 0.025],[0.97500002 0.238805   0.94854999]
Jet,m1236.obj,396,828,Only triangles,[0.025 0.025 0.025],[0.662817   0.218923   0.97500002]
Jet,m1237.obj,212,480,Only triangles,[0.025 0.025 0.025],[0.97500002 0.30889001 0.93693697]
Jet,m1238.obj,196,396,Only triangles,[0.025 0.025 0.025],[0.50787699 0.24773499 0.97500002]
Jet,m1239.obj,428,676,Only triangles,[0.025 0.025 0.025],[0.97500002 0.76833898 0.24777   ]
Jet,m1240.obj,182,378,Only triangles,[0.025 0.025 0.025],[0.86190498 0.29360101 0.97500002]
Jet,m1241.obj,480,720,Only triangles,[0.025 0.025 0.025],[0.97500002 0.70385402 0.26375899]
Jet,m1242.obj,380,608,Only triangles,[0.025    0.025    0.029577],[0.97500002 0.59407401 0.235287  ]
Jet,m1243.obj,282,596,Only triangles,[0.025 0.025 0.025],[0.67727    0.24856    0.97500002]
Jet,m1245.obj,215,426,Only triangles,[0.025 0.025 0.025],[0.97500002 0.312895   0.749336  ]
Jet,m1246.obj,366,784,Only triangles,[0.025 0.025 0.025],[0.81147498 0.332582   0.97500002]
Jet,m1247.obj,777,1546,Only triangles,[0.025 0.025 0.025],[0.68053198 0.33894801 0.97500002]
Jet,m1248.obj,296,558,Only triangles,[0.025 0.025 0.025],[0.97500002 0.388585   0.63487899]
Jet,m1249.obj,310,616,Only triangles,[0.025 0.025 0.025],[0.97500002 0.63042903 0.38116699]
Jet,m1250.obj,2539,4970,Only triangles,[0.025 0.025 0.025],[0.87490499 0.22585499 0.97500002]
Jet,m1251.obj,1198,2237,Only triangles,[0.025 0.025 0.025],[0.66345298 0.30950099 0.97500002]
Jet,m1252.obj,3072,4854,Only triangles,[0.025 0.025 0.025],[0.97500002 0.604361   0.239457  ]
Jet,m1253.obj,348,476,Only triangles,[0.025 0.025 0.025],[0.97500002 0.71533698 0.231058  ]
Jet,m1255.obj,3167,6441,Only triangles,[0.025 0.025 0.025],[0.97500002 0.24672499 0.50787002]
Jet,m1256.obj,9398,18363,Only triangles,[0.025 0.025 0.025],[0.47763601 0.136758   0.97500002]
Jet,m1257.obj,8812,17370,Only triangles,[0.025 0.025 0.025],[0.47763601 0.97500002 0.136758  ]
Jet,m1258.obj,2178,3588,Only triangles,[0.025 0.025 0.025],[0.69777203 0.28348401 0.97500002]
Jet,m1259.obj,6769,11310,Only triangles,[0.025 0.025 0.025],[0.97500002 0.67776102 0.32206199]
Jet,m1260.obj,6906,14563,Only triangles,[0.025 0.025 0.025],[0.97500002 0.343613   0.59356397]
Jet,m1261.obj,431,652,Only triangles,[0.025 0.025 0.025],[0.97500002 0.71997899 0.249154  ]
Jet,m1262.obj,646,1032,Only triangles,[0.025 0.025 0.025],[0.97500002 0.65494901 0.227855  ]
Jet,m1263.obj,1244,2092,Only triangles,[0.025 0.025 0.025],[0.97500002 0.91808701 0.273664  ]
Jet,m1264.obj,1144,1996,Only triangles,[0.025 0.025 0.025],[0.85727698 0.97500002 0.248069  ]
Jet,m1265.obj,423,680,Only triangles,[0.025 0.025 0.025],[0.97500002 0.149523   0.383441  ]
Jet,m1266.obj,3408,5808,Only triangles,[0.025 0.025 0.025],[0.97500002 0.68551201 0.20085099]
