Shape Class,Filename,Number of Vertices,Number of Faces,Face Types,Bounding Box Min,Bounding Box Max
Insect,m26.obj,10038,19860,Only triangles,[-0.550367 -0.46612  -0.136078],[0.449633   0.52342302 0.23558   ]
Insect,m3.obj,10005,19950,Only triangles,[-0.42370901 -0.32487801 -0.282213  ],[0.57629102 0.60084802 0.298958  ]
Insect,m4.obj,10044,19656,Only triangles,[-0.52056903 -0.28036499 -0.199774  ],[0.479431   0.25934201 0.118056  ]
Insect,m6.obj,10091,19903,Only triangles,[-0.40966901 -0.49704999 -0.42015001],[0.59033102 0.34143299 0.38930401]
Insect,m7.obj,9994,19990,Only triangles,[-0.31362599 -0.288715   -0.273568  ],[0.68637401 0.25834501 0.196835  ]
Insect,m8.obj,9819,19918,Only triangles,[-0.51541799 -0.37631801 -0.25007299],[0.48458201 0.58296001 0.25987801]
Insect,m9.obj,10012,19938,Only triangles,[-0.29850599 -0.174114   -0.48815   ],[0.53243399 0.30906999 0.51185   ]
Jet,m1147.obj,9986,20042,Only triangles,[-0.45795399 -0.448414   -0.0729626 ],[0.54204601 0.450288   0.19078   ]
Jet,m1149.obj,10041,19950,Only triangles,[-0.35355499 -0.38499001 -0.0587032 ],[0.64644498 0.39152199 0.163711  ]
Jet,m1150.obj,9999,19994,Only triangles,[-0.454979 -0.371066 -0.108438],[0.545021  0.379246  0.0571753]
Jet,m1151.obj,9973,19976,Only triangles,[-0.397762   -0.49770901 -0.0675762 ],[0.59149301 0.50229102 0.15257201]
Jet,m1152.obj,9998,19993,Only triangles,[-0.37717101 -0.46526101 -0.0666791 ],[0.62282902 0.47835201 0.28064001]
Jet,m1153.obj,9950,19998,Only triangles,[-0.48394999 -0.40123299 -0.24345   ],[0.51604998 0.401815   0.101439  ]
Jet,m1154.obj,10005,19970,Only triangles,[-0.423255   -0.40146601 -0.0345027 ],[0.57674497 0.462865   0.21345299]
Jet,m1155.obj,9855,19789,Only triangles,[-0.299597  -0.410258  -0.0576483],[0.70040298 0.41413701 0.16342799]
Jet,m1156.obj,9992,19916,Only triangles,[-0.402464   -0.49792299 -0.0767653 ],[0.459631   0.50207698 0.0877255 ]
Jet,m1157.obj,10002,19952,Only triangles,[-0.404526   -0.35334501 -0.0883371 ],[0.595474 0.355019 0.063628]
Jet,m1158.obj,9989,19966,Only triangles,[-0.454579 -0.488729 -0.096281],[0.43161201 0.511271   0.250388  ]
Jet,m1159.obj,9998,19993,Only triangles,[-0.37717101 -0.46526101 -0.0666791 ],[0.62282902 0.47835201 0.28064001]
Jet,m1161.obj,9771,19565,Only triangles,[-0.43036699 -0.46777001 -0.236515  ],[0.56963301 0.48463601 0.077989  ]
Jet,m1162.obj,10002,19995,Only triangles,[-0.511482   -0.40197301 -0.0534399 ],[0.488518   0.43692499 0.154406  ]
Jet,m1163.obj,7605,20667,Only triangles,[-0.38051301 -0.47697601 -0.0532913 ],[0.61948699 0.47387201 0.238905  ]
Jet,m1165.obj,10002,19972,Only triangles,[-0.52437299 -0.40070599 -0.0763538 ],[0.47562701 0.40617999 0.153064  ]
Jet,m1166.obj,9435,20069,Only triangles,[-0.52116799 -0.43960899 -0.0694759 ],[0.47883201 0.439742   0.129526  ]
Jet,m1167.obj,9284,19614,Only triangles,[-0.54887402 -0.34592    -0.136516  ],[0.45112601 0.34889701 0.127836  ]
Jet,m1168.obj,9322,20073,Only triangles,[-0.41697299 -0.31143999 -0.158319  ],[0.58302701 0.34358099 0.0660923 ]
Jet,m1169.obj,10001,19929,Only triangles,[-0.52479398 -0.337457   -0.0940703 ],[0.47520599 0.33750901 0.25878999]
Jet,m1171.obj,9996,19987,Only triangles,[-0.42181399 -0.38174599 -0.13818   ],[0.57818598 0.36797899 0.123568  ]
Jet,m1172.obj,8154,20558,Only triangles,[-0.39289799 -0.38486999 -0.122432  ],[0.60710198 0.39942199 0.0698322 ]
Jet,m1173.obj,10023,19962,Only triangles,[-0.53302902 -0.401232   -0.16653   ],[0.46697101 0.40450701 0.0846431 ]
Jet,m1174.obj,10001,19998,Only triangles,[-0.394997 -0.228149 -0.140083],[0.605003   0.28797901 0.0670544 ]
Jet,m1175.obj,10024,19952,Only triangles,[-0.56901997 -0.33020699 -0.0596832 ],[0.43098    0.34387299 0.25291699]
Jet,m1176.obj,5749,20083,Only triangles,[-0.51147598 -0.41767401 -0.158232  ],[0.48852399 0.42049    0.0474785 ]
Jet,m1177.obj,9985,19998,Only triangles,[-0.40941101 -0.42212501 -0.213715  ],[0.59058899 0.47052601 0.089656  ]
Jet,m1178.obj,9250,20025,Only triangles,[-0.51353401 -0.237158   -0.129759  ],[0.48646599 0.2306     0.0714991 ]
Jet,m1179.obj,9609,19831,Only triangles,[-0.53300703 -0.308927   -0.15721899],[0.466993  0.30618   0.0552332]
Jet,m1180.obj,9997,19996,Only triangles,[-0.37987101 -0.319787   -0.16365699],[0.62012899 0.34463    0.064124  ]
Jet,m1181.obj,10000,19996,Only triangles,[-0.44265601 -0.37430999 -0.170084  ],[0.55734402 0.38628399 0.0750263 ]
Jet,m1182.obj,10000,19996,Only triangles,[-0.380907   -0.30893201 -0.151161  ],[0.619093   0.31614301 0.0508199 ]
Jet,m1183.obj,10006,19960,Only triangles,[-0.44590101 -0.39391801 -0.126388  ],[0.55409902 0.44700101 0.0797256 ]
Jet,m1184.obj,9468,20011,Only triangles,[-0.44685799 -0.25096199 -0.160987  ],[0.55314201 0.25867301 0.1208    ]
Jet,m1185.obj,9597,20023,Only triangles,[-0.459557   -0.23783199 -0.15273701],[0.540443  0.231401  0.0820753]
Jet,m1187.obj,9949,19998,Only triangles,[-0.53010303 -0.33400801 -0.19620299],[0.469897  0.335866  0.0681515]
Jet,m1188.obj,10005,19990,Only triangles,[-0.45458901 -0.39237201 -0.198626  ],[0.54541099 0.406463   0.0589167 ]
Jet,m1190.obj,9152,20026,Only triangles,[-0.42292199 -0.34241101 -0.185077  ],[0.57707798 0.33675399 0.098743  ]
Jet,m1191.obj,10002,19964,Only triangles,[-0.34396499 -0.497401   -0.0887512 ],[0.56666303 0.502599   0.0707482 ]
Jet,m1193.obj,9993,19992,Only triangles,[-0.37154099 -0.26078501 -0.15647499],[0.62845898 0.26202101 0.043227  ]
Jet,m1194.obj,10009,19980,Only triangles,[-0.394436   -0.364535   -0.16461501],[0.605564  0.404405  0.0710371]
Jet,m1195.obj,10012,19984,Only triangles,[-0.41427699 -0.37376899 -0.13303199],[0.58572298 0.376297   0.0788926 ]
Jet,m1196.obj,10007,19956,Only triangles,[-0.415259   -0.33382899 -0.155993  ],[0.584741   0.35418001 0.0555882 ]
Jet,m1197.obj,9777,20008,Only triangles,[-0.56405002 -0.34855601 -0.0601231 ],[0.43595001 0.348122   0.17918301]
Jet,m1198.obj,9735,20007,Only triangles,[-0.48636499 -0.319675   -0.161639  ],[0.51363498 0.35611999 0.0652884 ]
Jet,m1199.obj,9963,19990,Only triangles,[-0.53038299 -0.27880099 -0.166136  ],[0.46961701 0.281968   0.0480461 ]
Jet,m1200.obj,7881,20030,Only triangles,[-0.50302899 -0.242138   -0.20708001],[0.49697101 0.23622    0.0649212 ]
Jet,m1201.obj,10083,19748,Only triangles,[-0.424597   -0.34453401 -0.12622599],[0.57540298 0.34203199 0.204951  ]
Jet,m1202.obj,10008,19980,Only triangles,[-0.41267201 -0.28088301 -0.13169999],[0.58732802 0.28338599 0.0672919 ]
Jet,m1204.obj,9086,20015,Only triangles,[-0.421027   -0.33845699 -0.21776301],[0.578973   0.33499101 0.100941  ]
Jet,m1205.obj,10013,19984,Only triangles,[-0.426882   -0.38046399 -0.0985165 ],[0.57311797 0.40524301 0.0769815 ]
Jet,m1207.obj,10036,19962,Only triangles,[-0.65468502 -0.180068   -0.0647845 ],[0.34531501 0.196924   0.0699752 ]
Jet,m1208.obj,9788,19968,Only triangles,[-0.39815    -0.53121901 -0.145229  ],[0.48936799 0.46878099 0.0936051 ]
Jet,m1209.obj,10000,19996,Only triangles,[-0.47751701 -0.50288802 -0.179896  ],[0.48114401 0.49711201 0.0743926 ]
Jet,m1210.obj,10000,19996,Only triangles,[-0.355196   -0.262786   -0.15762299],[0.644804  0.428565  0.0590926]
Jet,m1211.obj,9772,19938,Only triangles,[-0.494434 -0.545205 -0.076152],[0.505566 0.420591 0.204221]
Jet,m1212.obj,8792,20150,Only triangles,[-0.551292   -0.32300499 -0.22833601],[0.448708  0.309138  0.0797948]
Jet,m1213.obj,10000,20000,Only triangles,[-0.33282501 -0.22645199 -0.12678   ],[0.66717499 0.228801   0.0333387 ]
Jet,m1214.obj,10001,19998,Only triangles,[-0.55320197 -0.31109101 -0.15889201],[0.446798   0.31743199 0.0464336 ]
Jet,m1215.obj,10001,19990,Only triangles,[-0.37380499 -0.34946701 -0.16196001],[0.62619501 0.355239   0.065237  ]
Jet,m1216.obj,9993,19998,Only triangles,[-0.498467 -0.333105 -0.149674],[0.50153297 0.34568399 0.0607842 ]
Jet,m1217.obj,10001,19998,Only triangles,[-0.51968497 -0.305868   -0.197056  ],[0.480315   0.30677801 0.0653666 ]
Jet,m1218.obj,9638,20018,Only triangles,[-0.59458101 -0.346582   -0.0554701 ],[0.40541899 0.35591301 0.154337  ]
Jet,m1219.obj,10000,19996,Only triangles,[-0.480075   -0.37876099 -0.12582999],[0.519925   0.36134699 0.0514835 ]
Jet,m1220.obj,9987,19988,Only triangles,[-0.40908399 -0.335978   -0.0504438 ],[0.59091598 0.34571001 0.16248   ]
Jet,m1221.obj,9200,19978,Only triangles,[-0.214412  -0.435615  -0.0917482],[0.78558803 0.42363799 0.131586  ]
Jet,m1222.obj,9229,19978,Only triangles,[-0.26338601 -0.44132501 -0.291271  ],[0.73661399 0.471109   0.0882574 ]
Jet,m1223.obj,10000,19996,Only triangles,[-0.447184   -0.34725299 -0.0424921 ],[0.55281597 0.348418   0.159896  ]
Jet,m1224.obj,10005,19978,Only triangles,[-0.46004  -0.208735 -0.108784],[0.53996003 0.22447699 0.0369304 ]
Jet,m1225.obj,9456,20013,Only triangles,[-0.45891199 -0.36636701 -0.0940455 ],[0.54108799 0.368985   0.0722959 ]
Jet,m1226.obj,10000,19996,Only triangles,[-0.46684101 -0.24899501 -0.161249  ],[0.53315902 0.250608   0.0745942 ]
Jet,m1227.obj,10009,19982,Only triangles,[-0.56317699 -0.36779499 -0.0749463 ],[0.43682301 0.40597799 0.0525993 ]
Jet,m1228.obj,10014,19980,Only triangles,[-0.28147599 -0.34110999 -0.101162  ],[0.71852398 0.365399   0.0445375 ]
Jet,m1229.obj,10055,19901,Only triangles,[-0.60425401 -0.24595299 -0.0435293 ],[0.39574599 0.25542301 0.16286699]
Jet,m1230.obj,10024,19952,Only triangles,[-0.415997 -0.306658 -0.080086],[0.58400297 0.315651   0.22414599]
Jet,m1231.obj,9943,19982,Only triangles,[-0.491117   -0.30526999 -0.0573802 ],[0.508883   0.33507499 0.104425  ]
Jet,m1232.obj,9713,20007,Only triangles,[-0.73140001 -0.47535801 -0.17184401],[0.26859999 0.49790701 0.0724551 ]
Jet,m1233.obj,9475,20024,Only triangles,[-0.53197098 -0.245295   -0.135571  ],[0.46802899 0.25713199 0.0816584 ]
Jet,m1234.obj,9810,20010,Only triangles,[-0.63810903 -0.43110299 -0.07909   ],[0.361891   0.43562201 0.116439  ]
Jet,m1235.obj,9956,19994,Only triangles,[-0.58350801 -0.50384402 -0.159795  ],[0.39152101 0.49615601 0.0789762 ]
Jet,m1236.obj,9751,20032,Only triangles,[-0.390273   -0.33496401 -0.15829   ],[0.60972703 0.33674601 0.0500435 ]
Jet,m1237.obj,9469,20030,Only triangles,[-0.47635999 -0.494919   -0.17716201],[0.48800999 0.505081   0.0853283 ]
Jet,m1238.obj,9977,20002,Only triangles,[-0.55498201 -0.250368   -0.16111   ],[0.44501799 0.25810999 0.0739206 ]
Jet,m1239.obj,10001,19966,Only triangles,[-0.405689   -0.38955101 -0.141596  ],[0.594311  0.391653  0.0629641]
Jet,m1240.obj,9762,20009,Only triangles,[-0.42701399 -0.43515599 -0.15433601],[0.57298601 0.44450501 0.127042  ]
Jet,m1241.obj,10004,19960,Only triangles,[-0.40283  -0.351439 -0.187482],[0.59717    0.36307099 0.0544958 ]
Jet,m1242.obj,10010,19988,Only triangles,[-0.439046   -0.29556099 -0.17480201],[0.56095397 0.30382201 0.0433281 ]
Jet,m1243.obj,9963,20012,Only triangles,[-0.50197297 -0.36197099 -0.173914  ],[0.498027   0.32120201 0.0665715 ]
Jet,m1245.obj,10000,19996,Only triangles,[-0.30014601 -0.492071   -0.0633184 ],[0.48366499 0.50792903 0.210568  ]
Jet,m1246.obj,9611,20049,Only triangles,[-0.52281803 -0.41334501 -0.0624431 ],[0.477182   0.414325   0.25345099]
Jet,m1247.obj,10001,19998,Only triangles,[-0.47589099 -0.334999   -0.196724  ],[0.52410901 0.341925   0.0854815 ]
Jet,m1248.obj,9390,20001,Only triangles,[-0.38485399 -0.316737   -0.28178301],[0.61514598 0.31644401 0.0894806 ]
Jet,m1249.obj,10001,19998,Only triangles,[-0.317487   -0.313986   -0.28196001],[0.682513   0.32411501 0.100802  ]
Jet,m1250.obj,10026,19948,Only triangles,[-0.49298099 -0.49437499 -0.074527  ],[0.41870001 0.50562501 0.117249  ]
Jet,m1251.obj,10001,19929,Only triangles,[-0.52479398 -0.337457   -0.0940703 ],[0.47520599 0.33750901 0.25878999]
Jet,m1252.obj,10048,19938,Only triangles,[-0.524432   -0.30483201 -0.172451  ],[0.475568   0.30533201 0.0572    ]
Jet,m1253.obj,10012,19984,Only triangles,[-0.44753    -0.34548301 -0.13927899],[0.55247003 0.384029   0.0638053 ]
Jet,m1255.obj,9963,20038,Only triangles,[-0.35717899 -0.25555    -0.149872  ],[0.64282101 0.25235301 0.0817572 ]
Jet,m1256.obj,9765,19899,Only triangles,[-0.38706499 -0.238224   -0.0634626 ],[0.61293501 0.23808201 0.0536451 ]
Jet,m1257.obj,10055,19959,Only triangles,[-0.60822499 -0.234331   -0.0635725 ],[0.39177501 0.242007   0.0535044 ]
Jet,m1258.obj,9070,19884,Only triangles,[-0.55610198 -0.35320199 -0.129467  ],[0.44389799 0.34275299 0.13125999]
Jet,m1259.obj,10083,19748,Only triangles,[-0.424597   -0.34453401 -0.12622599],[0.57540298 0.34203199 0.204951  ]
Jet,m1260.obj,9730,20615,Only triangles,[-0.55970699 -0.29007801 -0.182567  ],[0.44029301 0.29564899 0.14835399]
Jet,m1261.obj,10002,19964,Only triangles,[-0.36257899 -0.361507   -0.161777  ],[0.63742101 0.369324   0.0629385 ]
Jet,m1262.obj,10011,19966,Only triangles,[-0.58451802 -0.32732299 -0.14796899],[0.41548201 0.33544499 0.0614731 ]
Jet,m1263.obj,10002,19944,Only triangles,[-0.60566801 -0.46943501 -0.185939  ],[0.39433199 0.47056299 0.075944  ]
Jet,m1264.obj,10000,19960,Only triangles,[-0.42812899 -0.49833801 -0.155467  ],[0.44772801 0.50166202 0.0832459 ]
Jet,m1265.obj,10036,19961,Only triangles,[-0.65380597 -0.186574   -0.0631643 ],[0.346194  0.190512  0.0734529]
Jet,m1266.obj,10000,19920,Only triangles,[-0.50015903 -0.34718001 -0.13577101],[0.499841  0.348113  0.0499031]
Jet,m1267.obj,8902,19984,Only triangles,[-0.35723901 -0.44092    -0.107126  ],[0.64276099 0.49544901 0.0583793 ]
Jet,m1268.obj,10004,19988,Only triangles,[-0.35730699 -0.48235899 -0.0363746 ],[0.21798301 0.51764101 0.0567046 ]
Jet,m1269.obj,10006,19980,Only triangles,[-0.48379001 -0.26400301 -0.0599642 ],[0.51621002 0.27314401 0.0202383 ]
Jet,m1270.obj,10006,19988,Only triangles,[-0.220752   -0.50063199 -0.0717674 ],[0.224703   0.49936801 0.0290978 ]
Jet,m1271.obj,10007,19990,Only triangles,[-0.487284  -0.275307  -0.0555292],[0.512716 0.192662 0.041015]
Jet,m1273.obj,10000,19992,Only triangles,[-0.29960999 -0.49410701 -0.0758248 ],[0.25722599 0.50589299 0.0394915 ]
Jet,m1274.obj,10001,19960,Only triangles,[-0.383356   -0.49778301 -0.0963675 ],[0.27117601 0.50221699 0.0681653 ]
Jet,m1275.obj,10003,19984,Only triangles,[-0.54628998 -0.31005201 -0.0943175 ],[0.45370999 0.45903301 0.09772   ]
Jet,m1276.obj,10007,19978,Only triangles,[-0.48063701 -0.24602801 -0.0203386 ],[0.51936299 0.20468201 0.0647062 ]
Jet,m1277.obj,10002,19994,Only triangles,[-0.163193   -0.50000298 -0.00817603],[0.31654099 0.49999699 0.0828261 ]
Jet,m1278.obj,10024,19952,Only triangles,[-0.28862101 -0.50236499 -0.0305944 ],[0.178801   0.49763501 0.0860962 ]
Jet,m1279.obj,10013,19970,Only triangles,[-0.48006999 -0.138033   -0.121279  ],[0.51993001 0.312745   0.0465009 ]
Jet,m1280.obj,9953,19976,Only triangles,[-0.52579099 -0.240016   -0.0318099 ],[0.47420901 0.37623101 0.0904472 ]
Jet,m1281.obj,9975,19966,Only triangles,[-0.161503  -0.4948    -0.0669133],[0.4064     0.50520003 0.0271633 ]
Jet,m1282.obj,10005,19994,Only triangles,[-0.429654  -0.49875   -0.0306686],[0.26962399 0.50125003 0.0686783 ]
Jet,m1283.obj,10008,19984,Only triangles,[-0.49666399 -0.27762899 -0.0600149 ],[0.50333601 0.29003999 0.0597429 ]
Jet,m1284.obj,10168,19577,Only triangles,[-0.274609   -0.50170201 -0.0536166 ],[0.17345899 0.49829799 0.0650427 ]
Jet,m1285.obj,10006,19986,Only triangles,[-0.498348  -0.238115  -0.0368859],[0.501652  0.125521  0.0365694]
Jet,m1286.obj,10009,19986,Only triangles,[-0.274367   -0.49260801 -0.0353434 ],[0.32259199 0.50739199 0.0682808 ]
Jet,m1287.obj,10007,19982,Only triangles,[-0.49943599 -0.27574101 -0.0246336 ],[0.50056398 0.198631   0.0656919 ]
Jet,m1288.obj,10010,19936,Only triangles,[-0.404753 -0.488821 -0.113977],[0.30109799 0.51117897 0.1115    ]
Jet,m1289.obj,10017,19928,Only triangles,[-0.39863601 -0.49860299 -0.0968239 ],[0.32774001 0.50139701 0.137235  ]
Jet,m1290.obj,10009,19982,Only triangles,[-0.45876801 -0.300695   -0.0742275 ],[0.54123199 0.201728   0.0292245 ]
Jet,m1291.obj,9999,19998,Only triangles,[-0.44259101 -0.400906   -0.13351899],[0.55740899 0.48239499 0.0852521 ]
Jet,m1292.obj,9969,19962,Only triangles,[-0.37314501 -0.48986599 -0.0938522 ],[0.35097799 0.51013398 0.109243  ]
Jet,m1293.obj,10004,19976,Only triangles,[-0.492937  -0.144756  -0.0330639],[0.50706297 0.53418201 0.17286099]
Jet,m1294.obj,9967,19982,Only triangles,[-0.498189   -0.33972201 -0.0438654 ],[0.50181103 0.191135   0.0463648 ]
Jet,m1295.obj,10005,19978,Only triangles,[-0.496517   -0.30078599 -0.0353192 ],[0.503483  0.232582  0.0104952]
Jet,m1296.obj,10004,19988,Only triangles,[-0.50185001 -0.26042101 -0.0655588 ],[0.49814999 0.29919299 0.046357  ]
Jet,m1297.obj,10007,19978,Only triangles,[-0.485616  -0.0832667 -0.0296716],[0.51438397 0.28795201 0.0172344 ]
Jet,m1298.obj,10013,19978,Only triangles,[-0.47974101 -0.35055    -0.104773  ],[0.52025902 0.387128   0.26400501]
Jet,m1299.obj,9380,19926,Only triangles,[-0.43817201 -0.32449201 -0.0366358 ],[0.56182802 0.35094601 0.121343  ]
Jet,m1300.obj,7991,19998,Only triangles,[-0.45521799 -0.37522799 -0.115098  ],[0.54478198 0.35705501 0.0476863 ]
Jet,m1301.obj,10000,19996,Only triangles,[-0.551512  -0.309212  -0.0627175],[0.448488   0.34893101 0.0583678 ]
Knife,D01015.obj,4172,21739,Only triangles,[-0.36267501 -0.17332    -0.0162671 ],[0.63732499 0.16351999 0.0110051 ]
Knife,D01025.obj,3574,20518,Only triangles,[-0.39700001 -0.120431   -0.0550072 ],[0.60299999 0.109557   0.0558978 ]
Knife,D01032.obj,3743,21593,Only triangles,[-0.53781998 -0.0915171  -0.0298654 ],[0.46217999 0.0948398  0.0269903 ]
Knife,D01051.obj,3186,21709,Only triangles,[-0.63371497 -0.053137   -0.0267414 ],[0.366285  0.0534071 0.0261822]
Knife,D01054.obj,3437,20505,Only triangles,[-0.34196401 -0.0481351  -0.00785168],[0.65803599 0.0408679  0.00755273]
Knife,D01057.obj,3470,20514,Only triangles,[-0.452346  -0.053713  -0.0258606],[0.54765397 0.0738897  0.0235523 ]
Knife,D01063.obj,3890,21729,Only triangles,[-0.205897  -0.0889689 -0.0143153],[0.79410303 0.0856474  0.0147241 ]
Knife,D01075.obj,3997,21602,Only triangles,[-0.380395  -0.054617  -0.0302357],[0.619605  0.0652313 0.0273907]
Knife,D01077.obj,3682,20502,Only triangles,[-0.60084599 -0.0774601  -0.0213252 ],[0.39915401 0.123687   0.0388825 ]
Knife,D01107.obj,4274,21595,Only triangles,[-0.543818  -0.110244  -0.0314904],[0.456182  0.0674498 0.0292025]
Knife,D01119.obj,3772,20161,Only triangles,[-0.72480297 -0.125159   -0.0213759 ],[0.275197  0.0844149 0.0204602]
Knife,D01120.obj,3441,20508,Only triangles,[-0.21435601 -0.0470661  -0.0301269 ],[0.78564399 0.0801232  0.0289095 ]
Knife,D01132.obj,4348,21600,Only triangles,[-0.60289699 -0.0923776  -0.0253721 ],[0.39710301 0.0892883  0.0253143 ]
Knife,D01150.obj,3595,20466,Only triangles,[-0.63564801 -0.0975802  -0.0842355 ],[0.36435199 0.12687001 0.0902306 ]
Knife,D01160.obj,3612,20515,Only triangles,[-0.135988  -0.0900131 -0.0343454],[0.864012  0.0903457 0.0334365]
Knife,D01168.obj,4031,21598,Only triangles,[-0.75506699 -0.0572753  -0.0299344 ],[0.24493299 0.0614687  0.0317028 ]
Knife,D01174.obj,4072,21589,Only triangles,[-0.736884  -0.0556788 -0.0151283],[0.263116  0.0543949 0.0149448]
Knife,D01175.obj,3547,20160,Only triangles,[-0.208244   -0.15675899 -0.0227341 ],[0.79175597 0.0944448  0.0370555 ]
Knife,D01187.obj,4072,20432,Only triangles,[-0.50293398 -0.1211     -0.014538  ],[0.49706599 0.15079901 0.0203213 ]
Knife,D01189.obj,3446,20524,Only triangles,[-0.461312  -0.0714411 -0.0205771],[0.538688  0.077398  0.0213619]
Knife,m722.obj,10005,19990,Only triangles,[-0.48964801 -0.0770803  -0.0376331 ],[0.51035202 0.0816724  0.0371789 ]
Knife,m723.obj,10002,19988,Only triangles,[-0.19449601 -0.159224   -0.0328361 ],[0.80550402 0.185379   0.0341514 ]
Knife,m724.obj,10002,19996,Only triangles,[-0.62216002 -0.0642795  -0.0438467 ],[0.37784001 0.0718881  0.0454539 ]
Knife,m725.obj,10002,19996,Only triangles,[-0.29821801 -0.169576   -0.0332042 ],[0.70178199 0.17544    0.0329784 ]
Knife,m726.obj,10000,19996,Only triangles,[-0.35862699 -0.0769853  -0.0215926 ],[0.64137298 0.23479199 0.0212448 ]
Knife,m727.obj,10003,19990,Only triangles,[-0.37633401 -0.249148   -0.0221297 ],[0.62366599 0.205852   0.0404326 ]
Knife,m728.obj,10001,19980,Only triangles,[-0.70454299 -0.168504   -0.0524795 ],[0.29545701 0.218188   0.051015  ]
MilitaryVehicle,D00017.obj,10558,19342,Only triangles,[-0.45720899 -0.279726   -0.243855  ],[0.54279101 0.447263   0.143043  ]
MilitaryVehicle,D00051.obj,9380,19978,Only triangles,[-0.45463499 -0.27641299 -0.17812499],[0.54536498 0.29557401 0.321583  ]
MilitaryVehicle,D00100.obj,10054,19907,Only triangles,[-0.48539901 -0.361866   -0.246484  ],[0.51460099 0.31310499 0.55658799]
MilitaryVehicle,D00173.obj,10594,17603,Only triangles,[-0.51306301 -0.198971   -0.16068301],[0.48693699 0.199763   0.36609799]
MilitaryVehicle,D00272.obj,10187,19321,Only triangles,[-0.54737997 -0.235688   -0.099589  ],[0.45262    0.23162299 0.25557101]
MilitaryVehicle,D00334.obj,3515,8736,Only triangles,[-0.61509401 -0.17993601 -0.16174801],[0.38490599 0.183548   0.13665301]
MilitaryVehicle,D00458.obj,10180,19582,Only triangles,[-0.54210901 -0.24015699 -0.101143  ],[0.45789099 0.24714901 0.24453001]
MilitaryVehicle,D00529.obj,11123,19408,Only triangles,[-0.40064901 -0.196401   -0.0926012 ],[0.59935099 0.19878601 0.45139301]
MilitaryVehicle,D00577.obj,11333,18085,Only triangles,[-0.46208301 -0.223249   -0.145284  ],[0.53791702 0.219519   0.27120399]
MilitaryVehicle,D00611.obj,10139,19749,Only triangles,[-0.51479203 -0.22642    -0.195162  ],[0.485208 0.22154  0.172227]
MilitaryVehicle,D00723.obj,9711,17117,Only triangles,[-0.442462 -0.227181 -0.168282],[0.55753797 0.222212   0.247297  ]
MilitaryVehicle,D00761.obj,10036,19944,Only triangles,[-0.503169   -0.212088   -0.21297701],[0.496831   0.19683801 0.41269699]
MilitaryVehicle,D00778.obj,10119,18505,Only triangles,[-0.56893301 -0.197313   -0.12989201],[0.43106699 0.196851   0.35205999]
MilitaryVehicle,D00799.obj,10021,19946,Only triangles,[-0.44053599 -0.36556399 -0.141945  ],[0.55946398 0.399701   0.19291   ]
MilitaryVehicle,D00801.obj,9011,18499,Only triangles,[-0.60436398 -0.152689   -0.0882526 ],[0.39563599 0.15222199 0.31792599]
MilitaryVehicle,D00918.obj,10283,18550,Only triangles,[-0.42221999 -0.31120399 -0.166655  ],[0.57778001 0.32774299 0.36519   ]
MilitaryVehicle,D00932.obj,9989,19736,Only triangles,[-0.55580503 -0.25535601 -0.178257  ],[0.444195   0.25599301 0.36219299]
MilitaryVehicle,D00933.obj,9117,14591,Only triangles,[-0.39819801 -0.191791   -0.0947723 ],[0.60180199 0.180877   0.30681199]
MilitaryVehicle,D00952.obj,8101,17032,Only triangles,[-0.48836899 -0.379345   -0.51734298],[0.51163101 0.374549   0.161258  ]
MilitaryVehicle,D00971.obj,10169,19540,Only triangles,[-0.57111698 -0.207205   -0.130578  ],[0.42888299 0.205652   0.25442201]
Monitor,D00007.obj,9863,20196,Only triangles,[-0.25871599 -0.34270701 -0.346136  ],[0.74128401 0.60587698 0.22629   ]
Monitor,D00141.obj,9912,20028,Only triangles,[-0.33525899 -0.29882601 -0.13167199],[0.66474098 0.68525499 0.28088301]
Monitor,D00229.obj,9929,19980,Only triangles,[-0.377956   -0.46187401 -0.26642799],[0.62204403 0.44247201 0.26405799]
Monitor,D00336.obj,10368,19580,Only triangles,[-0.36179501 -0.33958501 -0.46674299],[0.63820499 0.43091401 0.52033597]
Monitor,D00339.obj,9916,19985,Only triangles,[-0.32273799 -0.56124997 -0.0838571 ],[0.67726201 0.438032   0.223094  ]
Monitor,D00364.obj,10109,20324,Only triangles,[-0.58652598 -0.346903   -0.32082301],[0.41347399 0.50913399 0.59078503]
Monitor,D00387.obj,9287,18817,Only triangles,[-0.302264 -0.465179 -0.107738],[0.63138598 0.53482097 0.104207  ]
Monitor,D00391.obj,10024,19912,Only triangles,[-0.46831  -0.175697 -0.11359 ],[0.53169   0.51725   0.0909385]
Monitor,D00412.obj,9686,19992,Only triangles,[-0.263212   -0.452456   -0.13615499],[0.73678797 0.482324   0.37609401]
Monitor,D00444.obj,9675,19655,Only triangles,[-0.61823303 -0.39966801 -0.0506826 ],[0.381767   0.39402899 0.37607199]
Monitor,D00469.obj,10003,19990,Only triangles,[-0.458866   -0.407922   -0.43702301],[0.44567099 0.59207797 0.42504999]
Monitor,D00548.obj,10004,19966,Only triangles,[-0.424281   -0.21354701 -0.13441899],[0.575719 0.599733 0.129923]
Monitor,D00659.obj,9924,19996,Only triangles,[-0.37386301 -0.46387899 -0.119     ],[0.57873601 0.53612101 0.72115099]
