Shape Class,Filename,Number of Vertices,Number of Faces,Face Types,Bounding Box Min,Bounding Box Max
Fish,D00763.obj,10009,19918,Only triangles,[-0.667665   -0.43872601 -0.410754  ],[1.15982997 0.643516   0.39600599]
Fish,D00850.obj,10016,19900,Only triangles,[-0.65374202 -0.39837101 -0.37984499],[1.10412002 0.35358199 0.360212  ]
Fish,D00950.obj,10000,19860,Only triangles,[-1.00479996 -0.32045501 -0.54937297],[0.65399802 0.364705   0.55312997]
FloorLamp,D00028.obj,9936,20131,Only triangles,[-0.51206601 -0.27407899 -0.35805401],[0.85744298 0.454505   0.37059999]
FloorLamp,D00093.obj,9992,20134,Only triangles,[-0.570333   -0.57373297 -0.54500598],[0.52342701 0.52101302 1.03716004]
FloorLamp,D00186.obj,10020,19968,Only triangles,[-0.625938   -0.50787503 -0.52038503],[0.98002201 0.54220098 0.52977997]
FloorLamp,D00211.obj,10011,19957,Only triangles,[-0.84011298 -0.57723302 -0.24227899],[0.80218101 0.31054801 0.33031601]
FloorLamp,D00228.obj,10000,19988,Only triangles,[-0.654154   -0.54453099 -0.55688798],[0.895962   0.56799501 0.55567002]
FloorLamp,D00388.obj,10009,19824,Only triangles,[-0.49521601 -0.64965397 -0.67365199],[0.97926801 0.66428697 0.64050698]
FloorLamp,D00400.obj,6473,18761,Only triangles,[-0.757635   -0.46573901 -0.46668601],[0.82149601 0.48691499 0.48589799]
FloorLamp,D00408.obj,9971,20729,Only triangles,[-0.61600798 -0.63287598 -0.64169598],[0.92521602 0.66224003 0.637348  ]
FloorLamp,D00447.obj,9971,20673,Only triangles,[-0.96339798 -0.67122698 -0.66270602],[0.62223899 0.66552299 0.67466599]
FloorLamp,D00495.obj,10003,19974,Only triangles,[-0.87269002 -0.51569498 -0.31108201],[0.40088499 0.357133   0.36099499]
FloorLamp,D00563.obj,10216,24269,Only triangles,[-0.911632   -0.50947601 -0.51118797],[0.58560199 0.51286    0.51096898]
FloorLamp,D00580.obj,6680,13768,Only triangles,[-1.14255488 -0.444224   -0.578098  ],[0.82859701 0.75244701 0.620116  ]
FloorLamp,D00740.obj,10000,19984,Only triangles,[-0.762766   -0.52498102 -0.51886201],[0.82533598 0.50610697 0.51324201]
FloorLamp,D00856.obj,10000,19994,Only triangles,[-0.798935   -0.56826502 -0.489934  ],[0.77380902 0.44832999 0.53311598]
FloorLamp,D00875.obj,10017,19930,Only triangles,[-0.94753897 -0.42432001 -0.43193799],[0.73091    0.43359101 0.42588201]
FloorLamp,D00876.obj,10001,19994,Only triangles,[-0.86826837 -0.59708798 -0.65649003],[0.60823733 0.72019798 0.67629498]
FloorLamp,D00888.obj,10001,19996,Only triangles,[-0.91812003 -0.36978099 -0.50353301],[0.82639998 0.61189997 0.487681  ]
FloorLamp,D00924.obj,9990,19919,Only triangles,[-0.81716102 -0.42595601 -0.44908601],[0.8602103  0.46456099 0.43969399]
FloorLamp,D00955.obj,10011,19983,Only triangles,[-0.75037599 -0.50828898 -0.498685  ],[0.84403801 0.459079   0.47460601]
FloorLamp,D00981.obj,10000,19994,Only triangles,[-0.46224001 -0.56174999 -0.44881901],[1.01730001 0.36074299 0.47492   ]
FloorLamp,m617.obj,10005,19966,Only triangles,[0.025 0.025 0.025],[0.38187599 0.97500002 0.417182  ]
FloorLamp,m618.obj,10001,19990,Only triangles,[0.025 0.025 0.025],[0.134223   0.97500002 0.134222  ]
FloorLamp,m619.obj,10001,19998,Only triangles,[0.025 0.025 0.025],[0.174245   0.97500002 0.174245  ]
FloorLamp,m620.obj,10021,19932,Only triangles,[0.025 0.025 0.025],[0.124357   0.97500002 0.116258  ]
FloorLamp,m621.obj,10003,19994,Only triangles,[0.025 0.025 0.025],[0.14452299 0.97500002 0.14452299]
FloorLamp,m622.obj,10000,19988,Only triangles,[0.025 0.025 0.025],[0.099219   0.97500002 0.20127   ]
FloorLamp,m623.obj,9998,20002,Only triangles,[0.025 0.025 0.025],[0.284805   0.97500002 0.249998  ]
FloorLamp,m624.obj,10005,19994,Only triangles,[0.025 0.025 0.025],[0.17115401 0.97500002 0.36853901]
Glasses,D00050.obj,9935,20178,Only triangles,[-0.731417   -0.349702   -0.15619899],[0.57018501 0.93131202 0.169875  ]
Glasses,D00201.obj,10036,19923,Only triangles,[-0.487773   -0.49874699 -0.21304099],[0.639588   0.55523598 0.214302  ]
Glasses,D00225.obj,10001,19990,Only triangles,[-0.54109699 -0.53361201 -0.17480201],[0.68059802 0.62349999 0.13212401]
Glasses,D00432.obj,10000,19988,Only triangles,[-0.82041901 -1.05912006 -0.18124799],[0.74422097 0.46237099 0.089982  ]
Glasses,D00475.obj,10004,19971,Only triangles,[-0.80163002 -0.58723801 -0.108938  ],[0.31051499 0.39309701 0.25845599]
Glasses,D00507.obj,9935,20178,Only triangles,[-0.72408003 -0.34137899 -0.15894499],[0.57490498 0.932688   0.166407  ]
Glasses,D00560.obj,10001,19984,Only triangles,[-0.61256403 -0.450059   -0.19761799],[0.62851697 0.64273298 0.102281  ]
Glasses,D00575.obj,9422,19030,Only triangles,[-0.72199702 -0.3941471  -0.10288296],[0.44423699 0.891509   0.122972  ]
Glasses,D00630.obj,10006,19992,Only triangles,[-0.66284001 -0.78273797 -0.245093  ],[0.427605   0.28237599 0.142124  ]
Glasses,D00640.obj,9181,18637,Only triangles,[-0.87707603 -0.454786   -0.083929  ],[0.419126   0.85050309 0.13244374]
Glasses,D00656.obj,9965,20382,Only triangles,[-0.69242698 -0.563963   -0.17177001],[0.71929002 0.838516   0.18825801]
Glasses,D00660.obj,8634,17733,Only triangles,[-0.68658602 -0.48616901 -0.117187  ],[0.69791001 0.90264797 0.109791  ]
Glasses,D00717.obj,10009,19970,Only triangles,[-0.72122502 -0.35859799 -0.23344301],[0.52322799 0.84766799 0.19149201]
Glasses,D00730.obj,9995,20009,Only triangles,[-0.483262   -0.86890101 -0.12772401],[0.64880401 0.38013601 0.09945   ]
Glasses,D00813.obj,10004,19988,Only triangles,[-0.59293097 -0.442166   -0.22031499],[0.65073299 0.64060599 0.23731001]
Glasses,D00816.obj,9610,19347,Only triangles,[-0.739573   -0.95091802 -0.12324639],[0.54366678 0.33238351 0.08817393]
Glasses,D00877.obj,10023,19966,Only triangles,[-0.79937601 -0.656955   -0.26272601],[0.60766703 0.660164   0.14246   ]
Glasses,D00883.obj,10013,19982,Only triangles,[-0.85337299 -0.29359001 -0.056078  ],[0.50322402 1.06823003 0.15336099]
Glasses,D00937.obj,9990,20050,Only triangles,[-0.52587801 -0.38907301 -0.151849  ],[0.77880901 0.89290601 0.109602  ]
Glasses,D00994.obj,10019,19956,Only triangles,[-0.73775101 -0.99648899 -0.122722  ],[0.31226701 0.25396201 0.137724  ]
Guitar,D00023.obj,10009,19727,Only triangles,[-0.79623199 -0.26249701 -0.054427  ],[0.751486   0.27478999 0.109924  ]
Guitar,D00041.obj,9614,19665,Only triangles,[-0.95451599 -0.18076999 -0.0401538 ],[0.46449301 0.20031799 0.02737   ]
Guitar,D00076.obj,9722,20376,Only triangles,[-0.75027698 -0.26777801 -0.03372   ],[0.80501002 0.303992   0.055867  ]
Guitar,D00097.obj,10020,19948,Only triangles,[-0.73679399 -0.21092001 -0.120674  ],[0.80816603 0.246712   0.02709   ]
Guitar,D00124.obj,9988,20174,Only triangles,[-0.66239399 -0.21819299 -0.046556  ],[0.83436298 0.25694901 0.052156  ]
Guitar,D00222.obj,10025,19972,Only triangles,[-0.80209899 -0.32566199 -0.122863  ],[1.00169003 0.298917   0.090693  ]
Guitar,D00232.obj,9832,20559,Only triangles,[-0.66975701 -0.33697999 -0.054688  ],[0.86056602 0.302068   0.112353  ]
Guitar,D00335.obj,10030,19960,Only triangles,[-0.74228603 -0.285896   -0.062144  ],[0.77509344 0.24672399 0.129719  ]
Guitar,D00374.obj,10011,19924,Only triangles,[-1.04141998 -0.226905   -0.08488   ],[0.46454301 0.207119   0.083787  ]
Guitar,D00414.obj,9993,20011,Only triangles,[-0.86159098 -0.18721101 -0.15130299],[0.77710903 0.32645601 0.097247  ]
Guitar,D00416.obj,10036,19804,Only triangles,[-0.87228298 -0.28883499 -0.093521  ],[0.58753097 0.2832     0.055506  ]
Guitar,D00461.obj,10103,19866,Only triangles,[-0.78724802 -0.239581   -0.047724  ],[0.87910002 0.270428   0.064037  ]
Guitar,D00464.obj,10044,19947,Only triangles,[-0.84441799 -0.240079   -0.14032599],[0.69859302 0.41162401 0.111249  ]
Guitar,D00494.obj,8200,16721,Only triangles,[-0.82677335 -0.175486   -0.069655  ],[0.64034867 0.204035   0.063467  ]
Guitar,D00534.obj,10014,19953,Only triangles,[-0.72636199 -0.23972499 -0.08063   ],[0.72069103 0.227699   0.07686   ]
Guitar,D00549.obj,9932,19448,Only triangles,[-0.66316903 -0.27897599 -0.021161  ],[0.856067 0.145906 0.060895]
Guitar,D00645.obj,10034,19957,Only triangles,[-1.04426003 -0.21390299 -0.072762  ],[0.43145901 0.315375   0.061381  ]
Guitar,D00655.obj,10120,20510,Only triangles,[-0.77486497 -0.305031   -0.015852  ],[0.79188299 0.30974701 0.029027  ]
Guitar,D00844.obj,9793,20385,Only triangles,[-0.878815 -0.313658 -0.132861],[0.72574902 0.30587    0.214252  ]
Guitar,D00849.obj,10279,19764,Only triangles,[-0.67430222 -0.286515   -0.057612  ],[0.86040092 0.21946201 0.123724  ]
Gun,D00103.obj,9882,20156,Only triangles,[-0.795672   -0.45360601 -0.096347  ],[0.77660298 0.43445599 0.151426  ]
Gun,D00137.obj,10014,19951,Only triangles,[-1.04743004 -0.36217901 -0.112803  ],[0.79637098 0.405965   0.104621  ]
Gun,D00140.obj,10009,19942,Only triangles,[-1.01717997 -0.32942599 -0.126773  ],[0.83468401 0.33998001 0.108157  ]
Gun,D00153.obj,10007,19990,Only triangles,[-0.77447098 -0.435366   -0.109726  ],[0.976852   0.41292101 0.103612  ]
Gun,D00161.obj,10009,19986,Only triangles,[-0.79135001 -0.45291299 -0.153678  ],[1.02623999 0.54607898 0.101841  ]
Gun,D00204.obj,10079,20941,Only triangles,[-0.78153598 -0.60846603 -0.128401  ],[1.00940001 0.45156899 0.146249  ]
Gun,D00207.obj,9944,19914,Only triangles,[-0.482214   -0.442009   -0.15061861],[1.01289999 0.359644   0.10383192]
Gun,D00209.obj,9476,23341,Only triangles,[-1.01112998 -0.57812601 -0.168384  ],[0.681548 0.35909  0.179591]
Gun,D00239.obj,10003,19993,Only triangles,[-0.64555901 -0.26086599 -0.05666   ],[1.01275003 0.221899   0.065709  ]
Gun,D00244.obj,10004,19992,Only triangles,[-0.75568098 -0.42654499 -0.166549  ],[1.05437005 0.62470198 0.122758  ]
Gun,D00282.obj,10003,19955,Only triangles,[-1.08173001 -0.268859   -0.131851  ],[0.778063   0.45644599 0.167787  ]
Gun,D00368.obj,10004,19976,Only triangles,[-0.89646798 -0.54870403 -0.142997  ],[1.00275004 0.48088399 0.157207  ]
Gun,D00425.obj,9997,19917,Only triangles,[-0.81685799 -0.40554199 -0.07611   ],[0.94891101 0.48605201 0.106463  ]
Gun,D00477.obj,9991,20034,Only triangles,[-0.88916999 -0.142298   -0.069242  ],[0.967026   0.25725001 0.040597  ]
Gun,D00606.obj,10000,19995,Only triangles,[-0.74583298 -0.401651   -0.222344  ],[1.13767004 0.70325702 0.121953  ]
Gun,D00802.obj,10010,19984,Only triangles,[-0.54102898 -0.31423801 -0.088182  ],[1.01339996 0.29463699 0.064344  ]
Gun,D00819.obj,10044,19880,Only triangles,[-0.75494403 -0.58459502 -0.132595  ],[0.99692601 0.30618501 0.13542999]
Gun,D00826.obj,10009,20040,Only triangles,[-0.84255898 -0.29761204 -0.119141  ],[0.97625703 0.27981403 0.120482  ]
Gun,D00929.obj,9997,20009,Only triangles,[-0.82214397 -0.55177897 -0.112555  ],[1.02365005 0.602898   0.070117  ]
Gun,D00972.obj,9795,19925,Only triangles,[-1.23354614 -0.40559301 -0.15655877],[0.63346219 0.57208592 0.18054543]
Gun,m648.obj,10002,19956,Only triangles,[0.025 0.025 0.025],[0.97500002 0.61356199 0.128121  ]
Gun,m649.obj,10041,19978,Only triangles,[0.025 0.025 0.025],[0.97500002 0.68524998 0.138763  ]
Gun,m650.obj,10020,19813,Only triangles,[0.025 0.025 0.025],[0.97500002 0.66007501 0.15823799]
Gun,m651.obj,10004,19992,Only triangles,[0.025 0.025 0.025],[0.26867101 0.639117   0.97500002]
Gun,m652.obj,10167,20434,Only triangles,[0.025 0.025 0.025],[0.19443101 0.70426702 0.97500002]
Gun,m653.obj,10005,19986,Only triangles,[0.025 0.025 0.025],[0.97500002 0.46690601 0.16723   ]
Gun,m654.obj,10012,19984,Only triangles,[0.025 0.025 0.025],[0.97500002 0.55567598 0.114499  ]
Gun,m655.obj,10007,19990,Only triangles,[0.025 0.025 0.025],[0.148819   0.575499   0.97500002]
Gun,m656.obj,9852,19913,Only triangles,[0.02499707 0.025      0.025     ],[0.16771638 0.57395703 0.97500002]
Gun,m657.obj,10006,19984,Only triangles,[0.025 0.025 0.025],[0.23062199 0.74680048 0.97500038]
Gun,m658.obj,10006,19988,Only triangles,[0.025 0.025 0.025],[0.189951   0.61709303 0.97500002]
Gun,m659.obj,10000,19955,Only triangles,[0.025 0.025 0.025],[0.97500002 0.49796101 0.16530401]
Gun,m660.obj,9983,20771,Only triangles,[0.025 0.025 0.025],[0.15705    0.52683902 0.97500002]
Gun,m661.obj,10016,19981,Only triangles,[0.025 0.025 0.025],[0.97500002 0.151189   0.54785001]
Gun,m662.obj,10004,19929,Only triangles,[0.025 0.025 0.025],[0.97500002 0.156909   0.96036899]
Gun,m663.obj,10007,19940,Only triangles,[0.025 0.025 0.025],[0.97500002 0.13951001 0.55854398]
Gun,m664.obj,10004,19976,Only triangles,[0.025 0.025 0.025],[0.97500002 0.72118801 0.199559  ]
Gun,m665.obj,10025,19914,Only triangles,[0.025 0.025 0.025],[0.18494201 0.68591303 0.97500002]
Gun,m666.obj,9928,19984,Only triangles,[0.025 0.025 0.025],[0.97500002 0.69406998 0.26797301]
Gun,m667.obj,10004,19992,Only triangles,[0.025 0.025 0.025],[0.115473   0.42156801 0.97500002]
Gun,m668.obj,10012,19886,Only triangles,[0.025 0.025 0.025],[0.095224   0.30753899 0.97500002]
Gun,m669.obj,10046,19945,Only triangles,[0.025 0.025 0.025],[0.10005    0.164887   0.97500002]
Gun,m670.obj,10010,19988,Only triangles,[0.025 0.025 0.025],[0.97500002 0.336501   0.071794  ]
Gun,m671.obj,10001,19932,Only triangles,[0.025 0.025 0.025],[0.075425   0.23780499 0.97500002]
Gun,m672.obj,10000,19972,Only triangles,[0.025 0.025 0.025],[0.068667   0.238619   0.97500002]
Gun,m674.obj,10030,19940,Only triangles,[0.02500001 0.025      0.025     ],[0.071835   0.25425899 0.97500002]
Gun,m675.obj,10002,19956,Only triangles,[0.025 0.025 0.025],[0.97500002 0.27490601 0.114237  ]
Gun,m676.obj,10003,19978,Only triangles,[0.025 0.025 0.025],[0.194667   0.26986599 0.97500002]
Gun,m677.obj,10005,19993,Only triangles,[0.025 0.025 0.025],[0.97500002 0.147214   0.060332  ]
Gun,m678.obj,10003,20024,Only triangles,[0.025 0.025 0.025],[0.066242   0.212036   0.97500002]
Gun,m679.obj,10032,19945,Only triangles,[0.025 0.025 0.025],[0.078136   0.243081   0.97500002]
Gun,m680.obj,10027,19962,Only triangles,[0.025 0.025 0.025],[0.060861   0.117672   0.97500002]
Gun,m681.obj,10017,19939,Only triangles,[0.025 0.025 0.025],[0.97500002 0.08651    0.28478801]
Gun,m682.obj,10015,19908,Only triangles,[0.025 0.025 0.025],[0.97500002 0.090654   0.29970399]
Gun,m683.obj,10006,19950,Only triangles,[0.025 0.025 0.025],[0.190799   0.093371   0.97500002]
Gun,m684.obj,10010,19926,Only triangles,[0.025 0.025 0.025],[0.97500002 0.52089202 0.33053201]
Gun,m685.obj,10002,19994,Only triangles,[0.025 0.025 0.025],[0.187948   0.33725899 0.97500002]
Gun,m686.obj,9995,20007,Only triangles,[0.025 0.025 0.025],[0.97500002 0.10846    0.25657499]
Hand,D01006.obj,10000,19997,Only triangles,[0.025 0.025 0.025],[0.57612902 0.97500002 0.67505997]
Hand,D01020.obj,10001,19998,Only triangles,[-0.392205   -0.71618801 -0.32159299],[0.324763   0.97817099 0.425116  ]
Hand,D01022.obj,9971,20048,Only triangles,[0.025 0.025 0.025],[0.97500002 0.39912    0.52203798]
Hand,D01024.obj,10007,19990,Only triangles,[0.025 0.025 0.025],[0.79574299 0.97500002 0.40055001]
Hand,D01041.obj,10008,19952,Only triangles,[0.025 0.025 0.025],[0.465624   0.97500002 0.53306502]
Hand,D01060.obj,10008,19952,Only triangles,[0.025 0.025 0.025],[0.426691   0.97500002 0.52535701]
Hand,D01074.obj,10000,19996,Only triangles,[0.025 0.025 0.025],[0.384709   0.97500002 0.56386602]
Hand,D01093.obj,10001,19998,Only triangles,[-0.43850899 -0.76315898 -0.282379  ],[0.35789499 0.98923397 0.378968  ]
Hand,D01097.obj,10000,19996,Only triangles,[0.025 0.025 0.025],[0.87866002 0.97500002 0.35429701]
Hand,D01106.obj,10001,19998,Only triangles,[0.025 0.025 0.025],[0.190557   0.13492601 0.97500002]
Hand,D01117.obj,10000,19996,Only triangles,[0.025 0.025 0.025],[0.97500002 0.85093403 0.263156  ]
Hand,D01118.obj,10000,19996,Only triangles,[0.025 0.025 0.025],[0.572276   0.34670299 0.97500002]
Hand,D01153.obj,10001,19998,Only triangles,[0.02497341 0.02494141 0.02498937],[0.35476404 0.29345131 0.97488749]
Hand,D01162.obj,10000,19996,Only triangles,[0.025 0.025 0.025],[0.85836297 0.78329301 0.97500002]
Hand,D01170.obj,10000,19996,Only triangles,[0.025 0.025 0.025],[0.48937199 0.36723399 0.97500002]
Hand,D01172.obj,10014,19989,Only triangles,[0.02497885 0.02553538 0.02500963],[0.35153782 0.97500002 0.37059012]
Hand,D01193.obj,10000,19996,Only triangles,[0.025 0.025 0.025],[0.77515399 0.395345   0.97500002]
Hand,D01197.obj,10001,19998,Only triangles,[-0.52784598 -0.584171   -0.26578799],[0.70653898 0.99167198 0.36877799]
Hand,D01198.obj,10000,19996,Only triangles,[0.025 0.025 0.025],[0.245675   0.179601   0.97500002]
Hand,D01200.obj,10001,19998,Only triangles,[-0.40948701 -0.62327302 -0.25806499],[0.34546101 0.98206902 0.34820801]
Hand,m323.obj,10014,19989,Only triangles,[0.0249792  0.0255354  0.02500943],[0.35153782 0.97500002 0.37059012]
Hand,m324.obj,10001,19998,Only triangles,[0.0249734  0.02494165 0.02498946],[0.35476404 0.29345131 0.97488749]
Hand,m325.obj,10008,19952,Only triangles,[0.025 0.025 0.025],[0.465624   0.97500002 0.53306502]
Hand,m326.obj,10008,19952,Only triangles,[0.025 0.025 0.025],[0.426691   0.97500002 0.52535701]
Hand,m327.obj,10000,19996,Only triangles,[0.025 0.025 0.025],[0.77515399 0.395345   0.97500002]
Hand,m328.obj,10000,19996,Only triangles,[0.025 0.025 0.025],[0.97500002 0.85093403 0.263156  ]
Hand,m329.obj,10000,19996,Only triangles,[0.025 0.025 0.025],[0.87866002 0.97500002 0.35429701]
Hand,m330.obj,9975,20047,Only triangles,[0.025 0.025 0.025],[0.97500002 0.39912    0.52203798]
Hand,m331.obj,10000,19996,Only triangles,[0.025 0.025 0.025],[0.384709   0.97500002 0.56386602]
Hand,m332.obj,10000,19996,Only triangles,[0.025 0.025 0.025],[0.85836297 0.78329301 0.97500002]
Hand,m333.obj,10001,19998,Only triangles,[0.025 0.025 0.025],[0.90824401 0.66510499 0.97500002]
Hand,m334.obj,10007,19990,Only triangles,[0.025 0.025 0.025],[0.79574299 0.97500002 0.40055001]
Hand,m335.obj,10000,19997,Only triangles,[0.025 0.025 0.025],[0.57612902 0.97500002 0.67505997]
Hand,m336.obj,10000,19996,Only triangles,[0.025 0.025 0.025],[0.572276   0.34670299 0.97500002]
Hand,m337.obj,10000,19996,Only triangles,[0.025 0.025 0.025],[0.245675   0.179601   0.97500002]
Hand,m338.obj,10000,19996,Only triangles,[0.025 0.025 0.025],[0.48937199 0.36723399 0.97500002]
Hand,m339.obj,10001,19998,Only triangles,[0.025 0.025 0.025],[0.190557   0.13492601 0.97500002]
Hat,m1627.obj,10006,19992,Only triangles,[0.025 0.025 0.025],[0.97500002 0.46236101 0.69020301]
Hat,m1628.obj,10092,19836,Only triangles,[0.025 0.025 0.025],[0.79079098 0.55551499 0.97500002]
Hat,m1629.obj,9993,20009,Only triangles,[0.025 0.025 0.025],[0.72962099 0.448129   0.97500002]
Hat,m1630.obj,10000,19996,Only triangles,[0.025 0.025 0.025],[0.89207101 0.447202   0.97500002]
Hat,m1631.obj,10107,19643,Only triangles,[0.025 0.025 0.025],[0.85463703 0.48863101 0.97500002]
Hat,m1632.obj,9996,20038,Only triangles,[0.025 0.025 0.025],[0.862625   0.79506499 0.97500002]
Hat,m1633.obj,10004,19958,Only triangles,[0.025 0.025 0.025],[0.50574201 0.84917599 0.97500002]
Hat,m1634.obj,10005,19986,Only triangles,[0.025 0.025 0.025],[0.92743802 0.685583   0.97500002]
Hat,m1635.obj,9991,20030,Only triangles,[0.025 0.025 0.025],[0.84403199 0.698107   0.97500002]
Hat,m1636.obj,10000,19996,Only triangles,[0.025 0.025 0.025],[0.89371198 0.898678   0.97500002]
Hat,m1637.obj,10001,19998,Only triangles,[0.025 0.025 0.025],[0.78469503 0.68120497 0.97500002]
Hat,m1638.obj,9986,20018,Only triangles,[0.025 0.025 0.025],[0.78976202 0.484525   0.97500002]
Hat,m1639.obj,10007,19979,Only triangles,[0.025 0.025 0.025],[0.664693   0.97500002 0.89274198]
Hat,m1640.obj,10001,19998,Only triangles,[0.025 0.025 0.025],[0.72792798 0.70465302 0.97500002]
Hat,m1641.obj,10000,19988,Only triangles,[0.025 0.025 0.025],[0.558568   0.97500002 0.77110302]
Helicopter,D00038.obj,10093,19613,Only triangles,[-0.85206097 -0.32584301 -0.19853921],[1.00075996 0.18362308 0.129104  ]
Helicopter,D00191.obj,10038,19791,Only triangles,[-0.92009699 -0.62370998 -0.25818899],[0.74651402 0.73147202 0.33516401]
Helicopter,D00361.obj,10206,19599,Only triangles,[-0.89050466 -0.64842379 -0.281569  ],[0.86235142 0.74755299 0.19836767]
Helicopter,D00397.obj,10063,19953,Only triangles,[-0.812536   -0.53977197 -0.288629  ],[0.95335299 0.83799797 0.23361   ]
Helicopter,D00423.obj,10004,19952,Only triangles,[-1.07204998 -0.61917597 -0.180666  ],[0.61420399 0.67419702 0.309461  ]
Helicopter,D00470.obj,10006,19945,Only triangles,[-1.04656005 -0.47054899 -0.44052801],[0.76171499 0.80498302 0.212143  ]
Helicopter,D00471.obj,10042,19736,Only triangles,[-1.01541495 -0.76661402 -0.27544549],[0.917997   0.80914599 0.218196  ]
Helicopter,D00473.obj,10001,21104,Only triangles,[-0.98397303 -0.50854099 -0.80273598],[0.73693198 0.36974099 0.56788498]
Helicopter,D00498.obj,9866,20547,Only triangles,[-1.05982995 -0.649526   -0.18442801],[0.71828198 0.68839997 0.29743099]
Helicopter,D00500.obj,10035,20195,Only triangles,[-1.02993    -0.90810001 -0.25258499],[0.75481701 0.459728   0.21928801]
Helicopter,D00502.obj,9786,20346,Only triangles,[-1.06309998 -0.30976701 -0.659235  ],[0.87532002 0.27474499 0.60079598]
Helicopter,D00644.obj,9993,20003,Only triangles,[-0.95676601 -0.79753202 -0.198452  ],[0.915133   0.93481398 0.16165206]
Helicopter,D00658.obj,10161,19744,Only triangles,[-0.73089403 -0.55178702 -0.32844901],[1.08570004 0.83403403 0.24864601]
Helicopter,D00751.obj,10039,19705,Only triangles,[-0.96964401 -0.74475199 -0.202847  ],[0.79719597 0.77017498 0.25808525]
Helicopter,D00796.obj,10008,19972,Only triangles,[-0.74997902 -0.88972098 -0.31613499],[0.832151   0.93941802 0.245196  ]
Helicopter,D00820.obj,10017,20007,Only triangles,[-0.66393203 -0.60722399 -0.242884  ],[0.84410602 0.49494499 0.261522  ]
Helicopter,D00868.obj,10012,19972,Only triangles,[-0.63315398 -0.59539998 -0.13749   ],[1.01530004 0.65435499 0.174547  ]
Helicopter,D00977.obj,10095,19727,Only triangles,[-0.94770002 -0.60149503 -0.22012299],[0.847368   0.76103097 0.231861  ]
Helicopter,D00986.obj,10001,19926,Only triangles,[-0.78087902 -0.47191501 -0.122947  ],[0.95667499 0.73223299 0.175549  ]
Helicopter,D00991.obj,10059,19816,Only triangles,[-1.03597999 -0.30443001 -0.255449  ],[0.65601015 0.54363102 0.38460097]
Helicopter,m1302.obj,10038,19954,Only triangles,[0.025 0.025 0.025],[0.21188501 0.289754   0.97500002]
Helicopter,m1304.obj,10012,19986,Only triangles,[0.025 0.025 0.025],[0.26650599 0.37327099 0.97500002]
Helicopter,m1305.obj,10009,19982,Only triangles,[0.025 0.025 0.025],[0.97500002 0.271097   0.166684  ]
Helicopter,m1306.obj,9752,20303,Only triangles,[0.025 0.025 0.025],[0.75196201 0.310837   0.97500002]
Helicopter,m1307.obj,9534,19553,Only triangles,[0.02499987 0.02491543 0.025     ],[0.75395501 0.33693799 0.97487611]
Helicopter,m1308.obj,9995,19987,Only triangles,[0.02499942 0.025      0.02500015],[0.915335   0.25127271 0.97500002]
Helicopter,m1309.obj,10075,19785,Only triangles,[0.025 0.025 0.025],[0.97500002 0.262523   0.65248501]
Helicopter,m1310.obj,10004,19952,Only triangles,[0.025 0.025 0.025],[0.77451998 0.29927    0.97500002]
Helicopter,m1311.obj,10001,19998,Only triangles,[0.02499999 0.025      0.025     ],[0.851879   0.20723    0.97500002]
Helicopter,m1312.obj,10008,19972,Only triangles,[0.025 0.025 0.025],[0.97500002 0.31124499 0.839692  ]
Helicopter,m1313.obj,10006,19968,Only triangles,[0.025 0.025 0.025],[0.81350625 0.97500002 0.29115   ]
Helicopter,m1314.obj,10007,19968,Only triangles,[0.02499999 0.025      0.025     ],[0.97500002 0.76799899 0.391399  ]
Helicopter,m1315.obj,10004,19976,Only triangles,[0.025 0.025 0.025],[0.75224602 0.97500002 0.226254  ]
Helicopter,m1316.obj,10000,19998,Only triangles,[0.025 0.025 0.025],[0.97500002 0.58085102 0.25824299]
Helicopter,m1317.obj,10001,19926,Only triangles,[0.025 0.025 0.025],[0.97500002 0.66931701 0.22407299]
Helicopter,m1318.obj,10000,19948,Only triangles,[0.025 0.025 0.025],[0.97500002 0.75913    0.25031301]
Helicopter,m1319.obj,10012,19950,Only triangles,[0.025 0.025 0.025],[0.68773502 0.97500002 0.178555  ]
Helicopter,m1320.obj,9976,20083,Only triangles,[0.025 0.025 0.025],[0.76271302 0.31256601 0.97500002]
Helicopter,m1321.obj,10073,19897,Only triangles,[0.025 0.025 0.025],[0.65896201 0.27976099 0.97500002]
Helicopter,m1322.obj,10016,19952,Only triangles,[0.025 0.025 0.025],[0.85847598 0.97500002 0.29043901]
Helicopter,m1323.obj,9940,20231,Only triangles,[0.02499999 0.025      0.025     ],[0.802266   0.474942   0.97500002]
Helicopter,m1325.obj,10039,19614,Only triangles,[0.025 0.025 0.025],[0.83772302 0.97500002 0.299723  ]
Helicopter,m1326.obj,10033,19843,Only triangles,[0.025 0.025 0.025],[0.97500002 0.30346999 0.84014899]
Helicopter,m1327.obj,9880,20286,Only triangles,[0.025 0.025 0.025],[0.762712   0.97500002 0.31255901]
Helicopter,m1328.obj,9996,20004,Only triangles,[0.025 0.025 0.025],[0.97500002 0.31891701 0.78938103]
Helicopter,m1329.obj,10011,19966,Only triangles,[0.025 0.025 0.025],[0.78712898 0.57454401 0.97500002]
Helicopter,m1330.obj,10002,19996,Only triangles,[0.025 0.025 0.025],[0.222571   0.25132701 0.97500002]
